UniqueID ,Customer problems,Customer comments after the ticket is closed
250604.0016549,Cho đến bây giờ vẫn chưa đc hoàn tiền lại,vấn đề vẫn chưa đc giải quyết 
250604.0012513,"Hơn 12 ngày rồi mà chưa được hoàn lại tiền vé xem phim bị huỷ do quốc tang
",Bao giờ thì giải quết tiền xong ạ ???
250604.0009771,tôi bị trừ tiền 2 lần do thanh toán momo thất bại và tôi đã bị trừ tiền nhưng tôi chưa nhận được tiền hoàn trả của momo,tôi chưa được giải quyết vấn đề
250604.0015163,Giao dịch thấtbaij mà vẫn bị trừ tiền ,Giải quyết vấn đề quá lâu 
250604.0010324,"momo bị lỗi không thanh toán được, treo giao dịch nhưng vẫn trừ tiền. số dư ban đầu là 72k. chỉ có 1 giao dịch chuyển khoản thành công 22k nhưng số dư cuối 6k",cskh có nhìn thấy phần số dư vô lí ko :))))
250604.0002747,Giao dịch thất bại nhưng tài khoản nguồn vẫn bị trừ tiền,Cản iwn
250604.0013974,"Nội dung KH: Tôi cần hỗ trợ hoàn trả tiền về ví trả sau ngay lập tức 
 Hỗ trợ thêm từ: 250604.0013624",Tiền chưa hoàn lại
250604.0006134,"Tôi cần hỗ trợ về giao dịch:
TID: 88238634102
Thông Tin: Thanh toán vé xem phim
Trạng thái: Thành công
Số tiền: 267.000
Thời gian: 17:08 - 22/05/2025
hoàn tiền đi chứ trời, phản hồi thì không trả lời, nhân viên chăm sóc thì ko hoạt động
",chưa hoàn là chưa xong
250604.0002186,"em có chuyển 215k vào MoMo xong em nạp game hết 129k rồi thành ra như này là sao ạ ? Kim Cương không về nick game mà tiền cũng không về tài khoản luôn ạ
","số tiền nạp game của em , em nạp mà kim cương vẫn không vào được ních game , tiền thì bị trừ là sao ạ ?"
250604.0008367,em chuyển tiền thất bại mà trừ tiền ạ,"Đã xử lý mà ko hòa tiền
"
250604.0003049,"Hãy thu hồi món này để tôi mua lại tránh bị khủng hoảng dư thừa , ","Tôi chưa nhận lại đcj tiền hoàn sao lại là ,, đã xử lý xong vậy ... ,,"
250604.0014333,Giao dịch này bị thất bại nhưng hiện tại tiền vẫn đang bị giữ lại chưa hoàn lại vào ví,Hiện tại giao dịch này mình vẫn chưa nhận lại dc khoản thanh toán
250604.0002463,Tôi cần hoàn tiền 4 giao dịch đang xử lý,Thời gian giải quyết chậm
250604.0002032,Tôi cần hủy giao dịch và tiền hoàn về ví momo ngay do bên cửa hàng bách hóa xanh đã hủy đơn,Dịch vụ hỗ trợ còn chậm chạp 
250604.0005597,Mình đã thanh toán bằng CK NH cho GS25. Vui lòng hoàn trả lại cho mình số tiền này!,"Momo có vấn đề về đọc hiểu ah? Tôi bảo là đã thanh toán bầng phương án khác, trả tiền lại cho tui!"
250604.0006649,Huỷ giao dịch này và hoàn tiền lại cho mình,hơi châm trễ
250604.0007442,Bao giờ mới có phản hồi vậy,"Quá chậm
"
250604.0007132,tôi muốn hoàn trả số tiền trong mã gd này 89627441553, tôi vẫn chưa được hoàn tiền
250604.0005571,Tôi có thực hiện 2 giao dịch thanh toán qua app CGV bằng momo. Sau đó Momo báo giao dịch không thành công nên tôi đã mua vé CGV trực tiếp qua app momo thành công. Nhưng 2 giao dịch cũ đã trừ tiền đến nay vẫn để đang xử lý,Có 2 giao dịch lỗi nhưng Momo chỉ mới hoàn tiền 1 giao dịch
250604.0007181,"Nội dung KH: Bên momo xem xét lại giúp mình, lần đầu là ngân hàng hoàn lại cho mình, xong tiền về momo rồi mình ck tiếp không được mình bị trừ ví momo
 Hỗ trợ thêm từ: 250603.0016971",Hài lòng 
250604.0010116,"Tôi cần được hoàn lại chính xác như Canva đã hoàn lại cho tôi. Làm ơn hỗ trợ trước thời hạn thanh toán ví trả sau

",Nhưng tại sao chỉ hoàn 22029801VND trong khi trừ thanh toán là 4400000
250604.0014623,Toi muốn vay nhanh,Sao không vay nhanh được nhờ
250604.0006137,Yêu cầu rút qũy thất bại ,Ok
250604.0015397,không có liên kết cho tài khoảng ngân hàng VietCombank,"Chỉ hiện mỗi liên kết ngân hàng với MB Bank không hiện các ngân hàng khác??
"
250604.0000566,không thực hiện gia hạn tự động cho apple được,Giải quyết vấn đề quá lâu
250604.0007251,"Tôi quét rồi mà ko nhận được gì
","Tốt ạ

"
250604.0000048,"Địt mẹ chúng mày trả tiền lại cho bố tiền làm đổ mồ hôi xôi nươc mắt mà bay trừ là trừ sao t có biết canva là cái đéo gì đâu
","Địt mẹ môm

"
250604.0014487,"Tôi đã thanh toán các hoá đơn Chatgpt, Netflix, phí dịch vụ tổng cộng 759k vào ngày 2/6, nhưng Netflex vẫn đang cố gắng tự động thanh toán trừ tk của tôi nhưng thất bạn, điều đó có nghĩa là Momo kg chuyển lệnh thanh toán cho Netflix",Tôi nghĩ CSKH giải quyết vấn đề của tôi kg đúng nội dung tôi yêu cầu
250604.0006327,"Hiện ngân hàng Vp hay bất kỳ ngân hàng nào khác quét mã giao dịch để thanh toán đều không được, tình trạng bị từ ngày 3/6 đến hiện tại, dù thời gian trước đó khống sao, cần hỗ trợ gấp,tks","thời gian xử lý vấn đề hơi lâu, nhưng đã ổn, cần cải thiện thời gian cử lý cho khách vì đang trong trường hợp khẩn cấp."
250604.0007599,"Tối qua mua goi 3g nó bị bảo trì vẫn trừ tièn k vô dc mạng
",Tioi không muốn sử dụng gói data thì sao ạ
250604.0011239,"Nội dung KH: Các bạn nói các bạn liên hệ với mình khi nào ạ mà lạ thật đấy bên các bạn tự động chuyển tiền của khách hàng cho người khác, trong khi lỗi do bên các bạn mà lại cứ đùn đẩy cho người khác là sao nhỉ nhỉ, hay là do các bạn sợ bị ảnh hưởng danh tiếng thương hiệu của CT không dám nhận phủi tay cho một ai đó về những việc làm sai  do bên mình làm, các bạn làm như thế trong mắt khách hàng càng xâú thêm
 Hỗ trợ thêm từ: 250602.0008766",Tôi cảm ơn những gì nvcskh đã hỗ trợ tận tình với khách hàng rất tận tình và chu đáo ạ
250604.0004648,Tk ngân hàng trừ tiền nhưng không có giao dịch,Chưa giải quyết
250604.0012163,Sao qr shop momo của mình bị khoá ạ. Momo fix mở lại giúp em với ạ. Em chưa quét với sử dụng mấy mà vài ngày đã bị khoá rồi ,Cần giải quyết lại chưa được mở ạ
250604.0004817,"Nội dung KH: Thành công nhưng bên nộp ko dc a
Bữa bị giống vậy luôn nên e hủy liên kết rồi 
 Hỗ trợ thêm từ: 250602.0004667",Vẫn chưa đc hoàn tiền 
250604.0006808,Nạp thành công sao tài khoản chưa nhận được tiền ,"Tốt 
"
250604.0013906,"Sau khi thanh toán 2 lần không thành công bằng momo, phía quán đã yêu cầu thanh toán bằng hình thức khác, tôi đã chuyển khoản cho họ, phía momo vẫn giam của tôi 2 lần 42000đ, và đến hôm nay thì báo thanh toán thành công.",Đã xữ lý xong
250604.0002762,"Trong điều khoản có sản phẩm bánh mì mè Hàn Quốc, khi thanh toán có bánh mì mè Hàn Quốc nhưng ko dc áp mã giảm 20k đơn 50k. Tôi muốn giải quyết vấn đề này vì sản phẩm trong danh sách đã không được ghi rõ","Đúng 1 tuần sau mới phản hồi khách hàng. Trong danh sách sản phẩm liệt kê thì không ghi rõ ràng, rồi bảo tôi chọn lại sản phẩm như nào khi mà sau thanh toán mới biết dc áp mã đúng ko?"
250604.0003277,"tôi đã thanh toán thành công tiền rồi 
nhưng hệ thống trả góp chx nhận",bên trả góp vẫn đòi tiền 
250604.0000673,"Tôi bị trừ tiền mà không cần xác minh trên momo,dịch vụ tôi không hề đăng ký là google",Tự động thanh toán không cần xác nhận
250604.0014597,tôi không thực hiện thanh toán giao dịch này xin hãy giúp tôi hoàn tiền,vô dụng
250604.0013741,Đã chuyển tiền thành công mà người nhận không nhận được,Dịch vụ kém. K nói lý do sao trừ tiền mà bị treo 9 ngày. K nói lỗi. Cứ bảo kiếm tra bên ng nhận. Trong khi bên momo loi. Sẽ nói mọi ng ví điện tử momo. Kém
250604.0002641,"Nội dung KH: Không hề xử lý được
 Hỗ trợ thêm từ: 250603.0008098",Đã ổn hơn
250604.0000354,"Nội dung KH: điểm tin cậy tôi lên tôi chi tiêu cũng nhiều mà tôi đợi 3 tháng r vẫn ch đc
 Hỗ trợ thêm từ: 250527.0008054",dùm ơn mở cho tôi cái vay nhanh
250604.0009563,Tôi đã mua gì tại sao lại trừ tiền ,Trừ 129k tiền gì không biết luôn mới chưa đc 10 ngày trừ 129k tiếp … t gỡ luôn cái momo này luôn dễ lấy tiền người dùng quá 
250604.0013096,"Tôi muốn yêu cầu hoàn trả tiền, về Apple và bên MoMo tự ý mua mục mà tôi không yêu cầu ",Tôi đã được bên phía Apple hoàn trả tiền 
250604.0000642,Tô. Muôn hoan. Lai tỉn,Ok
250604.0004736,Thông tin tên ví MoMo là HANG VAN TOAN mà cccd là HOANG VAN TOAN.Tôi muốn sửa lại thông tin MoMo,Tên tài khoản ví điện tử MoMo vẫn chưa sửa lại dc vẫn là HANG VAN TOAN.tôi muốn sửa lại là HOANG VAN TOAN.theo cccd của mình ạ.
250604.0010557,"Nội dung KH: Thấy ngân hàng bên kia báo vẫn chưa nhận đc là sao ạ

 Hỗ trợ thêm từ: 250529.0004421",Bên kia báo vẫn chưa chuyển đến tài khoản ngân hàng của họ ạ
250604.0016497,Tiền khi nào hoàn lại hoặc gửi tiếp 2 đơn  từ tối hôm qua tới giờ ,Kiểm tra lại 2 bên và hoàn tiền lại giúp 
250604.0011584,Bên ngân hàng tôi đã bị trừ tiền nhưng không thấy số tiền được cộng vào,"Tiền vẫn chưa cộng,bên phía MBBank bảo tôi liên hệ bên momo,còn momo thì ngược lại"
250604.0014874,"Nội dung KH: người thụ hưởng vẫn chưa nhận được tiền vào tài khoản zalo pay
 Hỗ trợ thêm từ: 250603.0019938",giải quyết quá lâu
250604.0001073,Tài khoản nhận chưa được cộng tiền,Tôi không nhận được khoảng tiền nào trong thời gian đó
250604.0014162,"Nội dung KH: Bên zalopay người nhận vẫn chưa nhận được tiền 
 Hỗ trợ thêm từ: 250603.0019792",Tôi cần đối soát ngân hàng vì người nhận vẫn chưa có thông báo cập Nhật số dư tài khoản 
250604.0000183,chưa có thông báo nhận tiền ,Hiện tại chưa nhận được tiền
250604.0016891,Em vẫn chưa nhận đc tiền,Rất chi là lâu hỗ trợ
250604.0014454,"ng nhận ch nhận dc tiền vào tk e muốn hoàn lại tiền
",ng nhận vẫn ch nhận dc đã cập nhật lại áp ứng dụng
250613.0001199,Hoàn tiền chi tiêu ,"Tôi muốn hoàn trả chi tiêu về cho tôi, vì tôi thấy ứng dụng này ko phù hợp "
250613.0003427,"Tại sao bị trừ tiền

",Chưa hoàn trả tiền với dịch vụ k đăng ký
250613.0002358,Tôi đăng ký gói ko thành công nhờ hổ trợ hoàn tiền,"Vẫn chưa được giải quyết hoàn tiền về tài khoảng liên kết
"
250613.0012178,Đã tất toán tốt các khoản mà đăng kí vay lại liên tục bị từ chối :))?,Tôi muốn vay nhanh 
250613.0000572,"Nội dung KH: dấu hiệu gì vậy e? cho a câu tl chính xác?
 Hỗ trợ thêm từ: 250610.0004027","tôi và người được giới thiệu làm đúng bước nhưng ko nhận được quà?
"
250613.0011454,Vâng anh chị hộ trợ em,Hộ trợ e với
250613.0007327,Không sử dụng đc mã 68tr,Tốt trả lời nhanh
250613.0005752,"Rút tiền lỗi rồi 
",Chưa. Rút tiền lỗi rồi 
250613.0001699,"Nội dung KH: Momo chưa hoàn tiền lại
 Hỗ trợ thêm từ: 250611.0001747",Tôi hài lòng .momo đã giải quyết  vấn đề xong nhanh chóng kịp thời .cảm ơn các bạn rất nhiều
250613.0001704,"Nội dung KH: Mong hộ trợ hoàn trả nhanh chóng giúp mình
 Hỗ trợ thêm từ: 250612.0001609",Chưa được giải quyết 
250613.0003089,"Đã đăng ký thành công nhưng ko có đata 
",Vẫn chưa đc hoàn tiền hay đatta 
250613.0003127,"Mình có đăng kí gói 12k 2,5GB trong 1 ngày thì đã thanh toán đầy đủ nhưng giao dịch bị thất bại do hệ thống gặp lỗi, mình yêu cầu Momo xử lý giúp mình hoặc là hoàn tiền lại cho mình ạ",Vẫn chưa hoàn tiền
250613.0009396,"Nạp thành công tra cứu không có tiền
",Chưa có cộng 50k nha bạn
250613.0012271,"Tên hành khách của tôi bị thiếu 01 chữ N, tôi muốn thêm vào để đảm bảo trùng khớp với giấy tờ cá nhân. Tôi đã thanh toán đầy đủ cho vé này.","Rất ưng ý, nhân viên MOMO quá nhiệt tình hỗ trợ từ sáng sớm dù hôm đó là thứ 7. Cảm ơn bạn Hằng rất nhiều"
250613.0001777,"Nội dung KH: Vẫn chưa thấy mail sao kê số dư tài khoản ví thần tài và ví momo , giao dịch ở tài khoản momo 0902144076 trong 6 tháng gần đây . Đã gửi yêu cầu ?
 Hỗ trợ thêm từ: 250612.0003603",Chưa giải quyết vấn đề . Momo bị làm sao vậy ? Khách gửi phản hồi liên tục mà cứ làm ngơ 
250613.0005577,"Tôi tthanh toán tiền nước 2 lần. Ra bên thu tiền  nước check lại ,bênđấy báo mới nhận dc 1 lần tiền  liên hệ laik cả ví momo rút lại tiền",Ví Momo rất uy tín và cskh tốt
250613.0009568,Mình chuyển về tài khoản liên kết của mình sao ko dc,Momo ko cho chuyển tiền về tk liên kết vậy mà hôm quá mình muốn chuyển tiền đi ko cho chuyển mà lại chuyển từ ngân hàng liên kết sang ví momo. Mình thấy nó cứ sao ấy
250613.0011666,"Tôi mới có 4 lượt chăm heo hàng xóm nhưng momo báo hết lượt và không thể chăm hx lượt thứ 5.
Rất mong momo khắc phục giúp 
Xin cảm ơn!",Cảm ơn Momo đã giúp đỡ 
250613.0005351,Muốn yêu cầu hoàn lại tiền,Mình liên hệ canva nhưng họ báo k nhận được hoá đơn thanh toán vào ngày 13/06
250613.0010734,"Nội dung KH: cái quan trọng là em k nạp vào số đó ạ
 Hỗ trợ thêm từ: 250608.0000657",chua giải quyết xong
250613.0006938,Mình đóng tiền ví trả sau momo rồi mà cứ gọi nhắc mãi cho hỏi có phải lừa đảo không ạ ,"Sau khi tổng đài khóa tài khoản mà không vô lại được để ,xóa ví momo khi tất toán khoản vay thì còn cách nào khác để xóa ví sau khi hết nợ không ạ "
250613.0001933,Giao dịch k thành công k biết đã mua gì,"Chưa giải quyết được gì 
"
250613.0012329,Cửa hàng giả danh lừa đảo chiếm đoạt số tiền của tôi. Và tôi cần báo công an để lấy lại tiền của tôi,Cảm ơn bên nhân viên đã hỗ trợ
250613.0000881,"Nội dung KH: Tôi muốn hoàn tất hs vay
 Hỗ trợ thêm từ: 250612.0010626",Không vậy lại được đang trong tình trạng hàng chờ 
250613.0003288,Cho mình hỏi khách hàng gửi tiền vào cho mình.tiền đã trừ ngân hàng .mà tiền k vào ví.có lên ngân hàng kiểm tra.ngân hàng báo bên ngân hàng momo treo tiền .mong kiểm tra và giải quyết dùm mình.cám ơn,Qua giờ k dc giải quyết.nói chuyện toàn gặp tự động trả lời
250613.0002447,"Nội dung KH: Momo làm đối tác với Google để phân phối sản phẩm nhưng lại không có phương án giải quyết cho khách hàng. Tuy chỉ là số tiền nhỏ nhưng thể hiện sự thiếu trách nhiệm với sản khách hàng và sản phẩm bán ra.
 Hỗ trợ thêm từ: 250608.0000443",Trả lời vòng vo. Không có phương án giải quyết cho khách hàng
250613.0010897,0362703530,Hỗ trợ trắc học và nhanh bước 2 giùm cái coi trời ơi
250613.0008698,để xuất mở rộng dịch vụ ,#250613.0008698
250613.0000519,Trợ giúp ứng dụng ,Trợ giúp mã của tôi 
250613.0008546,Chuyển tiền qua không đc nhưng tài khoản đã bị trừ ,Ch nhận lại tiền đã ck 
250613.0010862,Tôi đăng ký data nhưng nhầm thành đăng ký gói xem phim ,Tôi chưa được hoàn trả gói
250613.0002269,Mình muốn yêu cầu huỷ tài khoản momo vì không có nhu cầu sử dụng nữa.,Phức tạp. Mình là chủ sở hữu số điện thoại đăng ký momo. Đơn giản cho mình xác nhận otp huỷ thôi. Tại sao phải đòi cccd?
250613.0003586,Bị chuyển nhầm stk và ngân hàng,Làm ăn kiểu gì mà ck nhầm k thu hồi . Được  . Đã là momo ck thì ck nhầm phải thu hồi chứ ? 
250612.0006614,"Tôi nạp tiền 1 lần mà mất tới 3 lần vậy
Yêu cầu hoàn tiền cho tôi
","Chưa giai quyết cho tôi
"
250612.0006194,"Nội dung KH: Sao tra hoan tien lai dc ban
 Hỗ trợ thêm từ: 250611.0009034",Trả hoan tiền sao lấy lai dc ban
250612.0002763,sao momo tự động trừ tiền mua dich vụ của minh,minh ko thao tác tt momo tự động tt số tiền của minh
250612.0003046,Tôi chưa đồng ý thanh toán tại sao lại tự động trừ tiền tôi và thanh toán,Chưa được hổ trợ
250612.0003652,tại sao lại trừ tiền trong khi tôi không gia hạn,chưa giải quyết và hoàn tiền cho tôi
250612.0009592,"Sao em chưa vay lại được ạ
",Chưa hỗ trợ cho vay lại ạ
250612.0008602,"Tôi muốn vay nhanh bên momo
",Vay mà k cho vay
250612.0005216,"đã đóng tháng 9 nhưng còn thông báo chưa đóng tiền, bên kia còn đòi thêm 45k. 45k dẹp ","Đã thanh toán nhưng chưa cập nhật khoản vay, cập nhật gấp, tránh thưa kiện"
250612.0001223,quà cổ phiếu bị mất,Vậy qui đổi là làm sao ạ?. Này e thấy e đã qui đổi và hiển thi rồi mà. Nhưng sau đó lại mất
250612.0009146,"Trừ tiền ví thần tài thông báo chuyển tiền thành công sao người nhận chưa nhận được tiền
",Tôi bị trừ tiền mà người nhận không nhận được là sao
250612.0001211,Rut tien tu ngan hang be ko dc,Tra lại tien về ve cho em chu
250612.0009873,"sao tôi gặp vấn đề này hoài vậy, đã complaint 1 lần rồi","họ tên cccd đã khớp với tk liên kết hiện tại rồi, do app môm lưu tài tk ngân hàng cũ ( tôi đã gỡ liên kết với tk NH cũ này từ lâu) nhưng app cứ bắt phải trùng thông tin với tk cũ đã gỡ liên kết đó"
250612.0012507,Chuyên nham tiền qua momo cho mình xin lấy lại di,Văn k lay lại tiền dùm đc 
250612.0001704,Không nhận đc tiền,Chưa thấy tiền vè ví
250612.0001487,"Không nhận được tiền mà các tài khoản gửi vẫn bị trừ tiền 
",Mong có thể giải quyết vấn đề treo giao dịch  tại đang cần gấp khi giải quyết xong mong nhận được thông báo
250612.0001516,tiền của tôi đâu và cần lời xin lỗi,yều cầu trả tiền 😭
250612.0002498,Phản ánh 2 thẻ quà nước và 2 thẻ quà điện đổi bằng xu bị lỗi k sử dụng được này từ giữa T5 tới giờ vẫn chưa thấy trả bù thẻ quà khác tương đương là sao nhỉ?! Cả việc lỗi mục giật lì xì thanh toán hóa đơn T5 cũng chưa được xử lý nữa chứ,"Các voucher điện nước bị lỗi k sử dụng được được đổi xu trong các ngày 13,15/5 cơ mà. Đến giờ hơn 1 tháng rồi vẫn chưa được giải quyết trả bù là sao "
250612.0009421,"Nội dung KH: Đây ạ , 3 cuộc gọi ạ 
1 cuộc gọi đến từ tài xế
2 cuộc gọi e gọi cho nhà xe 
 Hỗ trợ thêm từ: 250612.0003732",Quá hài lòng về momo các bạn rất nhiệt tình
250612.0012251,"Tôi muốn huỷ giao dịch này ngay lập tức
","Tiền của tôi kêu hoàn lại mà sao lại chuyển
"
250612.0005549,Nửa năm rồi bên kia vẫn chưa nhân được tiền giờ mình ko biết phải lấy lại tiền thế nào ,Mình chắc chắn bên kia chưa nhận được tiền
250612.0005254,??????! van ko dc,"Can dc dk vay
"
250612.0008503,Đây là số tiền mình phải đóng. Nhưng lại trừ tiền mình tận 2 lần ?,Vấn đề là tiền của mình không được hoàn lại ???
250612.0005447,"vi tra sao toi chua xai lan nao, chi moi mo vai ngay, toi tu dong dong lai, gio toi vao vi tra sao mo lai nhung kg thay "" mso lai nam o dau het"" toi alo tong dai 1900545441 bi ket kg co nv bat may ( 2 lan roi ). sdt cua toi 0886601930/ 0947088806. yeu cau mo gap","Toi da yeu cau dong tat ca chu tiet account cua toi voi bank vi toi dang rut khoi momo, da may ngay troi qua cac thong tin ve bank cua toi lien ket boi momo van chua go bo. Yeu cau su ly dum som di ban oi. Toi kg co nhu cau dum momo nua
"
250612.0005574,Thanh toán vay nhanh rồi nhưng vẫn nhận được thông báo trễ hẹn,"Nhưng có cái giải quyết quá lâu, gần 1 tuần"
250612.0001991,Hoá đơn tôi vay bên HD saigon tôi đã trả vào ngày 6/6/2025. Sao giờ nó lại trừ tiền trong ví của tôi.,Tốt
250612.0005461,"Lịch sử giao dịch mã giao dịch 90408820066 tôi đã thanh toán mấy ngày rồi. Nhưng bên MIRAE ASSET vẫn chưa nhận được, và bên MoMo vẫn thông báo cần thanh toán. Mong MoMo xử lý sớm giúp ạ. Xin cảm ơn!","Cuối cùng cũng được giải quyết, cảm ơn MoMo đã tiếp nhận và xử lý. Mong rằng MoMo sẽ khắc phục những lỗi này trong thời gian sớm nhất"
250612.0004154,"Nội dung KH: Tôi k nhận được dung lượng để sử dụng
 Hỗ trợ thêm từ: 250610.0001109",Đăng ký bên momo mà momo k giải quyết mà kêu tôi phải tự đi gọi bên nhà mạng để giải quyết là thế nào rất bực mình
250612.0012199,Tôi muốn huy đơn mua hàng bên TikTok ,Ok 
250612.0007341,Không nhận được mã thẻ,Sao tôi vẫn chưa nhận được mã thẻ ở mail zeroone273@gmail.com
250612.0002802,Báo chờ xử lý vì sao.,Tuyệt vời!
250612.0011332,Số điện thoại bị mất lâu cần chuyển tiền từ tài khoản cũ ,Hiện tại tôi không còn sử dụng số 0389090730
250612.0003819,Tôi muốn kiểm tra giao dịch ở số momo cũ 0902144076,"Muốn yêu cầu xem toàn bộ số dư vào giao dịch trong vòng 6 tháng qua tại momo 0902144076 . Sao kê giao dịch không thể xem được số dư tổng của ví , rất bất tiện cho khách hàng , yêu cầu cung cấp số dư tổng của ví thần tài + các giao dịch trong vòng nửa năm trở lại"
250612.0005922,"Nội dung KH: Đổi sang ngày 16/6 giúp c nhé
 Hỗ trợ thêm từ: 250612.0005457",Giải quyết vấn đề còn chậm . Nhưng nhân viên cskh rất kiên nhẫn và lịch sự nên cũng rất hài lòng 100 điểm cho nv cskh 
250612.0002913,tôi mong muốn mo mo có thể xử lý giao dịch nhanh hơn ,Ok
250612.0009322,Tôi bị lừa đảo thanh toán ví trả sau,"Giải quyết khá tốt, nhân viên cskh nói chuyện dễ nghe và nhẹ nhàng"
250612.0005624,"Nội dung KH: Thật là mắc cười, chẳng qua là hôm nay mình kt thì grap đã đc thanh toán 369k nên ko thèm đôi co thêm với các bạn thôi, chứ các bạn bảo 369k của mình đã đc hoàn về thì xem kĩ h/a mà mình cung cấp chưa? 369k hoàn về tức là tk có 796k, vậy mình nạp đt 50k thì tk phải còn 746k vậy tại sao tk chỉ còn 377k. Nếu mình ko khiếu nại các bạn cũng ko trả cho grap 369k đâu nhỉ, nếu ko để ý thì mình mất luôn. 
 Hỗ trợ thêm từ: 250604.0006379","Hỗ trợ chậm, ko hiểu vấn đề, xử lý trả lời vòng vo. "
250612.0005298,"khi đặt grab đã trừ tiền rồi mà bây giờ vẫn trừ nữa là sao ạ
đơn hàng đã rất lâu rồi
",giải quyết như thế nào chưa thấy
250612.0011679,"tôi dùng số tài khoản mà trước đó tôi thực hiện giao dịch chuyển tiền từ MB bank qua Túi Thần Tài, tôi không hề biết là mỗi lần thực hiện giao dịch chuyển vào Túi Thần Tài là phải dùng 1 mã qr mới nên tôi đã dùng luôn stk hiện sẵn ở giao dịch trước đó, kết quả là tôi vẫn bị trừ tiền nhưng Túi Thần Tài của tôi không hề được nhận số tiền nào và giao dịch còn thông báo lỗi nữa. Xin đc hỗ trợ","Ngày giao dịch: 12/6/2025
Thời gian giao dịch: 19:05
Mã VA: 01MMTTT00700306
Mac giao dịch thành công: Trace 412690  "
250612.0010407,không nhận được tiền,Vẫn chưa nhận được tiền 
250612.0003836,"muốn đăng nhập tài khoản 0973007530 . Nhưng đã mất số điện thoại không thể nhận được mã OTP
",hãy giải quyết giúp tôi 
250612.0004544,"90549820517
Hãy cho tôi biết stk của người giao dịch thất bại","Phản hồi quá chậm
"
250612.0009577,"Nội dung KH: Kiểm tra lại giao dịch giúp mình, mình vẫn ko nhận đc tiền
 Hỗ trợ thêm từ: 250610.0008899","Đợi thì lâu, liên tục kêu đã chuyển tiền thành công, bắt ktra ngân hàng thụ hưởng xong cuối cùng hoàn lại tiền vào Momo, là chuyển thành công dữ chưa???"
250612.0011867,"Nội dung KH: Người nhận đã liên hệ với zalopay và zalopay đã tra soát là chưa nhận được 
 Hỗ trợ thêm từ: 250608.0005109",Xử lý yêu cầu quá chậm
250612.0007501,Số tài khoản không chính xác,Lí do ngân hàng ko thu hồi được số tiền chuyển nhầm là gì?
250612.0000202,Tôi chưa nhân được tiền hoàn mặc dù đã thông báo giao dịch thành công ,"Đợi phản hồi giải quyết vấn đề thì lâu tới lúc nhận lại được chỉ là những dòng thông báo vô nghĩa không giải quyết được vấn đề gì. Rất không hài lòng 
"
250612.0000857,náy k hỗ trợ sinh trắc học,tốt
250606.0002432,tôi chuyển nhầm ngân hàng,dịch vụ quá tệ .y như một vụ cướp tiền vì  sơ xuất của người dùng 
250606.0005819,"Sao bên được nhận vẫn chưa nhận đc tiền vậy ạ ?
",Sao tôi ck tối hôm qua mà đến giờ ngta vẫn chưa nhận đc là sao vậy ? Trong khi thông tin báo ck thành công
250606.0000079,Người nhận chưa nhận được tiền ,Chưa lấy lại được tiền 
250606.0003451,Tôi muốn hoàn lại tiền lí do tk Tôi đã bị trừ tiền mà người nhận vẫn chưa thể nhận được ,Tôi cần hoàn lại tiền ngay bây giờ 
250606.0008201,vẫn chưa nhận được tiền hoàn trả do rạp hủy vé xem phim vì quốc tang,k trả tiền t vote app 1 sao 😇
250606.0000173,Giao dịch thất bại nhưng không thấy hoàn tiền,"Số dư ví và tài khoản ngân hàng của mình đều bị trừ nhưng momo vẫn khẳng định đã hoàn tiền, mình đã kiểm tra và không thấy tiền đc hoàn về bất kì tài khoản nào, 1 đơn hàng của mình bị trừ 2 lần tiền"
250606.0009694,Tại sao tôi k đủ điều kiện thanh toán bằng ví trả sau momo trong khi những lần trước vẫn sử dụng bình thường,Tình trạng vẫn như vậy tôi không sử dụng thanh toán bằng ví trả sau được 
250606.0006449,"Nội dung KH: làm ơn hoàn tiền đi trời, chờ đợi quá lâu rồi, đã mười mấy ngày hơn rồi, thế nếu đợi quá hạn thì giải quyết vấn đề như thế nào hả momo ơi?
 Hỗ trợ thêm từ: 250602.0011857","chưa hoàn là chưa xong, hoàn đi trời, đốc thúc lotte đi"
250606.0000926,Giao dịch quá chậm,Rất hài lòng
250606.0001253,Tôi không thể xem vé do quyền truy cập,Đặt vé xe nhưng mà kh nhận được vé 
250606.0005218,Tôi chưa nhận được đơn hàng.,"Tới nay tôi vẫn chưa nhận được lại tiền của momo.
Còn bên Trip đã thông báo đơn hàng này bị huỷ vì lý do không nhận được tiền từ Momo"
250606.0001558,Giao dịch 89543089805 bị báo thất bại nhưng đã trừ tiền từ ngân hàng,Đã chụp màn hình nhưng chăm sóc khách hàng không thèm nhìn
250606.0010698,"Hoá đơn tiền điện của tôi đã quá 72 giờ nhưng vẫn chưa được xử lý, trong khi đó đã trừ tiền từ tk ngân hàng của tôi r, tôi liên hệ nhưng vẫn ko đc hỗ trợ thích hợp tôi muốn xử lý hoá đơn nhanh chóng để tôi còn thanh toán với dịch vụ bên kia",Xử lý ý kiến quá lâu 
250606.0011798,Mình nhờ các bạn hỗ trợ cho mình ,Vì hỗ trợ quá nâu 
